discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found,bct_match_score,bct_match_slug
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-066,Which command correctly configures a static route on a Cisco router to reach the 172.16.0.0/16 network via next-hop 10.0.0.2?,A. ip route 172.16.0.0 255.255.0.0 10.0.0.2,B. ip route 172.16.0.0/16 10.0.0.2,C. ip static-route 172.16.0.0 255.255.0.0 10.0.0.2,D. route add 172.16.0.0 mask 255.255.0.0 10.0.0.2,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.41,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-067,An engineer needs to configure a default static route that sends all unknown traffic to the ISP router at 203.0.113.1. Which command accomplishes this?,A. ip route 0.0.0.0 0.0.0.0 203.0.113.1,B. ip route 255.255.255.255 0.0.0.0 203.0.113.1,C. ip default-network 203.0.113.1,D. ip route any any 203.0.113.1,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.29,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-068,"What is a floating static route, and how is it configured?","A. A static route that is automatically redistributed into OSPF; configured with the ""redistribute"" keyword",B. A backup static route with a higher administrative distance than the primary route; configured by appending a distance value to the ip route command,"C. A static route that load balances traffic across multiple paths; configured with the ""multipath"" keyword",D. A static route that is only active during certain times of day; configured with time-based access lists,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-069,"A network engineer configures the following static route:

  ip route 10.10.0.0 255.255.0.0 GigabitEthernet0/1

What type of static route is this, and what potential issue can it cause on a multi-access network?",A. Next-hop route; it can cause asymmetric routing,B. Directly attached static route; it can cause excessive ARP requests because the router must ARP for every destination in the network,C. Recursive static route; it requires multiple routing table lookups,D. Fully specified static route; it has no potential issues,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-070,Which command configures a fully specified static route to the 192.168.50.0/24 network?,A. ip route 192.168.50.0 255.255.255.0 10.0.0.2,B. ip route 192.168.50.0 255.255.255.0 GigabitEthernet0/0 10.0.0.2,C. ip route 192.168.50.0 255.255.255.0 GigabitEthernet0/0,D. ip route 192.168.50.0 255.255.255.0,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.50,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-071,A company has two WAN links: a primary OSPF-learned link and a backup static route through an ISP. The engineer wants the static route to be used only when the OSPF route fails. Which configuration achieves this?,A. ip route 10.0.0.0 255.0.0.0 198.51.100.1,B. ip route 10.0.0.0 255.0.0.0 198.51.100.1 111,C. ip route 10.0.0.0 255.0.0.0 198.51.100.1 90,D. ip route 10.0.0.0 255.0.0.0 198.51.100.1 1,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-072,Which command configures an IPv6 default static route pointing to next-hop address 2001:db8::1?,A. ipv6 route ::/0 2001:db8::1,B. ipv6 route 0:0:0:0:0:0:0:0/0 2001:db8::1,C. ip route ::/0 2001:db8::1,D. Both A and B are correct,,,D,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.28,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-073,"A router has a static route configured as follows:

  ip route 10.10.10.0 255.255.255.0 192.168.1.1

The next-hop 192.168.1.1 is reachable via a route learned from OSPF. What happens if the OSPF route to 192.168.1.1 is withdrawn?",A. The static route remains in the routing table but packets are dropped,B. The static route is automatically removed from the routing table,C. The static route remains active and the router sends ARP requests for 192.168.1.1,D. The router generates a syslog warning but keeps forwarding packets,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-074,Which command verifies that static routes are properly installed in the routing table?,A. show running-config | include ip route,B. show ip route static,C. show ip static route,D. show static routes,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.23,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-075,"A branch router has two static default routes configured:

  ip route 0.0.0.0 0.0.0.0 10.1.1.1
  ip route 0.0.0.0 0.0.0.0 10.2.2.1

What will the router do with traffic that matches no specific route?",A. Use only the first route because it was configured first,B. Use only the second route because it was configured last,C. Load balance traffic across both default routes,D. Generate an error and neither route will be installed,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.32,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-076,"An engineer configures an IPv6 static route using a link-local address as the next hop:

  ipv6 route 2001:db8:cafe::/48 fe80::1

The router rejects this command. What is missing?",A. The subnet mask is incorrect for IPv6,B. The exit interface must be specified when using a link-local next-hop address,C. Link-local addresses cannot be used as next-hop addresses,"D. The ""ipv6 unicast-routing"" command has not been enabled",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-077,In which scenario is static routing the most appropriate choice?,A. A large enterprise network with 500+ routers and frequent topology changes,B. A stub network with a single exit point to the rest of the network,C. A service provider backbone requiring fast convergence,D. A campus network with redundant paths requiring automatic failover,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-078,What type of routing protocol is OSPF?,A. Distance vector protocol that uses hop count as its metric,B. Link-state protocol that uses cost (bandwidth) as its metric,C. Hybrid protocol that combines distance vector and link-state features,D. Path vector protocol that uses AS path as its metric,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.29,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-079,Which command enables OSPF process 1 on a router and advertises all interfaces in the 10.0.0.0/8 range into area 0?,A. router ospf 1 / network 10.0.0.0 0.255.255.255 area 0,B. router ospf 1 / network 10.0.0.0 255.0.0.0 area 0,C. router ospf 1 / network 10.0.0.0/8 area 0,D. router ospf 1 / advertise 10.0.0.0 0.255.255.255 area 0,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-080,Two OSPF routers are connected but fail to form a neighbor adjacency. Which of the following would NOT prevent OSPF adjacency from forming?,A. Mismatched OSPF hello and dead timers,B. Mismatched OSPF area IDs,C. Mismatched OSPF process IDs,D. Mismatched subnet masks on the connecting interfaces,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.20,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-081,What are the default OSPF hello and dead timer intervals on a broadcast multi-access network (such as Ethernet)?,"A. Hello: 5 seconds, Dead: 20 seconds","B. Hello: 10 seconds, Dead: 40 seconds","C. Hello: 30 seconds, Dead: 120 seconds","D. Hello: 60 seconds, Dead: 240 seconds",,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.23,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-082,"In an OSPF multi-access network with 5 routers, how many OSPF adjacencies (full neighbor states) are formed if a DR and BDR are elected?",A. 10 (full mesh between all 5 routers),B. 8 (each of the 5 routers forms adjacency with DR and BDR),"C. 7 (DR and BDR with all others, plus DR-BDR adjacency counted once)",D. 4 (each DROTHER router forms adjacency with only the DR),,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.19,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-083,"Which OSPF router ID is selected if a router has loopback interface 1 configured with 1.1.1.1/32 and loopback interface 2 configured with 2.2.2.2/32, and no router-id command is used?",A. 1.1.1.1 because it is on the lowest-numbered loopback interface,B. 2.2.2.2 because it is the highest loopback IP address,C. The IP address of the first physical interface that came up,D. The router will not start OSPF without a manually configured router-id,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.33,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-084,What determines which router becomes the Designated Router (DR) on an OSPF multi-access network segment?,A. The router with the fastest interface on the segment,"B. The router with the highest OSPF priority; if tied, the highest router ID",C. The router that was powered on first,D. The router with the most OSPF neighbors on the segment,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.32,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-085,A network engineer wants to ensure that Router A becomes the DR on a specific Ethernet segment. What is the most reliable way to influence the DR election?,A. Configure Router A to boot first,B. Set the OSPF interface priority on Router A to 255 and set all other routers to 0,C. Assign Router A the lowest IP address on the segment,D. Configure Router A with the fastest interface speed,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-086,Which OSPF neighbor state indicates that two routers have exchanged complete link-state databases and are fully synchronized?,A. 2-WAY,B. EXSTART,C. EXCHANGE,D. FULL,,,D,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.23,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-087,"Which command displays the OSPF neighbor table, showing neighbor states, DR/BDR roles, and interface associations?",A. show ospf database,B. show ip ospf neighbor,C. show ip ospf interface,D. show ip protocols,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.26,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-088,What is the default OSPF cost for a GigabitEthernet (1 Gbps) interface using the standard reference bandwidth of 100 Mbps?,A. 1,B. 10,C. 100,D. 1000,,,A,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-089,"A network has multiple link speeds including 10 Gbps, 1 Gbps, and 100 Mbps. Using the default OSPF reference bandwidth of 100 Mbps, what problem occurs?",A. OSPF will not form adjacencies over 10 Gbps links,"B. All links 100 Mbps and faster will have the same cost of 1, making OSPF unable to differentiate between them",C. The SPF algorithm will take too long to calculate on high-speed links,D. OSPF hello packets will be lost on the 10 Gbps links,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.17,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-090,Which command manually sets the OSPF cost of an interface to 50?,A. ospf cost 50 (under router ospf configuration),B. ip ospf cost 50 (under interface configuration),C. bandwidth 50 (under interface configuration),D. ip ospf metric 50 (under interface configuration),,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.29,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-091,"A router running OSPF has the following output from ""show ip ospf neighbor"":

  Neighbor ID   Pri   State           Dead Time   Address         Interface
  3.3.3.3       1     FULL/DR         00:00:38    10.0.0.3        Gi0/0
  2.2.2.2       1     FULL/BDR        00:00:33    10.0.0.2        Gi0/0
  4.4.4.4       1     2-WAY/DROTHER   00:00:35    10.0.0.4        Gi0/0

What is the role of the local router on the Gi0/0 segment?",A. DR (Designated Router),B. BDR (Backup Designated Router),C. DROTHER (neither DR nor BDR),D. Cannot be determined from this output,,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-092,Which OSPF packet type is used to discover and maintain neighbor relationships?,A. Database Description (DBD),B. Link-State Request (LSR),C. Hello,D. Link-State Update (LSU),,,C,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-093,An OSPF neighbor is stuck in the EXSTART/EXCHANGE state. What is the most likely cause?,A. Mismatched hello timers between the two routers,B. Mismatched MTU values on the connecting interfaces,C. Mismatched OSPF area IDs,D. Duplicate OSPF router IDs,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-094,Which multicast address does OSPFv2 use to send hello packets to all OSPF routers on a segment?,A. 224.0.0.1,B. 224.0.0.5,C. 224.0.0.6,D. 224.0.0.9,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.25,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-095,"An engineer configures OSPF on a new router using the following commands:

  router ospf 10
   router-id 5.5.5.5
   network 10.0.0.0 0.0.0.255 area 0
   network 172.16.0.0 0.0.255.255 area 0
   passive-interface GigabitEthernet0/2

What is the effect of the ""passive-interface GigabitEthernet0/2"" command?",A. OSPF will not advertise the network connected to GigabitEthernet0/2,B. OSPF will advertise the network connected to GigabitEthernet0/2 but will not send or process OSPF hello packets on that interface,C. GigabitEthernet0/2 will be shut down,D. OSPF packets on GigabitEthernet0/2 will be encrypted,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.21,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-096,"What is the primary purpose of First Hop Redundancy Protocols (FHRPs) such as HSRP, VRRP, and GLBP?",A. To load balance traffic across multiple WAN links,B. To provide default gateway redundancy so that hosts maintain connectivity if their default gateway router fails,C. To encrypt traffic between a host and its default gateway,D. To dynamically assign IP addresses to hosts on the LAN,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.28,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-097,"In an HSRP configuration, two routers share virtual IP 192.168.1.1. Router A has HSRP priority 110 and Router B has HSRP priority 100 (default). Router B is currently the active router because it booted first. What happens when Router A comes online?",A. Router A immediately becomes the active router because it has a higher priority,B. Router A becomes the standby router; Router B remains active because HSRP is non-preemptive by default,C. Both routers share the active role and load balance traffic,D. Router B relinquishes the active role after the next hello interval,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.29,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-098,Which FHRP is an IEEE standard (RFC 5798) and supports both IPv4 and IPv6?,A. HSRP (Hot Standby Router Protocol),B. VRRP (Virtual Router Redundancy Protocol),C. GLBP (Gateway Load Balancing Protocol),D. IRDP (ICMP Router Discovery Protocol),,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.14,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-099,How does GLBP differ from HSRP and VRRP in terms of traffic forwarding?,A. GLBP uses faster failover timers than HSRP and VRRP,B. GLBP allows multiple routers to actively forward traffic for the same virtual IP by assigning different virtual MAC addresses to different hosts,C. GLBP encrypts all traffic between the gateway routers,D. GLBP requires all routers to be in the same OSPF area,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.31,
2026-06-25,openexamprep-ccna,https://open-exam-prep.com/practice/ccna,200-301 V_2025,ccna-100,"A network has two routers configured with HSRP. The virtual IP is 10.1.1.1, Router A (active) has interface IP 10.1.1.2, and Router B (standby) has interface IP 10.1.1.3. A host on the LAN has its default gateway set to 10.1.1.1. Router A fails. What happens?",A. The host loses connectivity until an administrator manually reconfigures the gateway to 10.1.1.3,B. Router B becomes the active router and begins responding to traffic sent to 10.1.1.1; the host maintains connectivity without any configuration change,C. The host automatically discovers Router B through DHCP and updates its gateway,D. Router B sends a gratuitous ARP claiming Router A's physical IP address 10.1.1.2,,,B,Tier B — verify answer on Cisco Tier A; enable when CCNA monthly collect ships,2026-06-25,0.35,
